hotel_id;Unnamed: 0;hotel_name;url;Comodidades;Limpeza;Conforto;Custo-benefício;Localização;Total;WiFi gratuito;number_of_ratings
10880077;25;Ap 2 quartos-Setor Bueno-Ed Pontal Premium-PPB1206;https://www.booking.com/hotel/br/ap-2-quartos-setor-bueno-ed-pontal-premium-ppb1206.html;;;;;;;;0
10879860;26;Flat com vista espetacular de Goiânia - BLI2806;https://www.booking.com/hotel/br/flat-com-vista-espetacular-de-goiania-bli2806.html;;;;;;;;0
10875213;28;Apto belo e prox ao centro de Balneario NRR1282;https://www.booking.com/hotel/br/apto-belo-e-prox-ao-centro-de-balneario-nrr1282.html;;;;;;;;0
10875150;29;Loft moderno e bem localizado V777312;https://www.booking.com/hotel/br/loft-moderno-e-bem-localizado-v777312.html;;;;;;;;0
10874615;30;Charmoso sobrado proximo da praia RIA004;https://www.booking.com/hotel/br/charmoso-sobrado-proximo-da-praia-ria004.html;;;;;;;;0
10874147;31;Casa de férias elegante e espaçosa GAM038;https://www.booking.com/hotel/br/casa-de-ferias-elegante-e-espacosa-gam038.html;;;;;;;;0
10870779;32;LAL001;https://www.booking.com/hotel/br/lal001.html;;;;;;;;0
10869241;33;Estudio elegante e bem localizado SSG107;https://www.booking.com/hotel/br/estudio-elegante-e-bem-localizado-ssg107.html;;;;;;;;0
10868187;34;Apto quadra mar Meia Praia-Itapema-SC JLP001;https://www.booking.com/hotel/br/apto-quadra-mar-meia-praia-itapema-sc-jlp001.html;;;;;;;;0
10868039;35;Casa de férias com piscina e churrasqueira ACC519;https://www.booking.com/hotel/br/casa-de-ferias-com-piscina-e-churrasqueira-acc519.html;;;;;;;;0
10864505;36;Casa aconchegante em Floripa RBF142;https://www.booking.com/hotel/br/casa-aconchegante-em-floripa-rbf142.html;;;;;;;;0
10863537;37;Aptos modernos no Jardim Goiás FRP;https://www.booking.com/hotel/br/aptos-modernos-no-jardim-goias-frp.html;;;;;;;;0
10863090;38;VFR - Estudios proximos da praia de Bombas;https://www.booking.com/hotel/br/vfr-estudios-proximos-da-praia-de-bombas.html;;;;;;;;0
10862265;39;NRS - Studios a 600m da estádio em Floripa-SC;https://www.booking.com/hotel/br/nrs-studios-a-600m-da-estadio-em-floripa-sc.html;;;;;;;;0
10858961;41;Ap de 2 quartos-Setor Leste Universitário -PDE2406;https://www.booking.com/hotel/br/ap-de-2-quartos-setor-leste-universitario-pde2406.html;;;;;;;;0
10858909;42;Apartamento de 3 quartos no Setor Bueno - DLZ0302;https://www.booking.com/hotel/br/apartamento-de-3-quartos-no-setor-bueno-dlz0302.html;;;;;;;;0
10858861;43;2 quartos no Bueno - Ed Pontal Premium - PPB0603;https://www.booking.com/hotel/br/2-quartos-no-bueno-ed-pontal-premium-ppb0603.html;;;;;;;;0
10857984;44;Apto elegante para casal em Canela RS DAL312;https://www.booking.com/hotel/br/apto-elegante-para-casal-em-canela-rs-dal312.html;;;;;;;;0
10855352;45;Apto elegante e com vista para o mar ECR1904;https://www.booking.com/hotel/br/apto-elegante-e-com-vista-para-o-mar-ecr1904.html;;;;;;;;0
10846486;46;Apto em otima localização em Meia Praia EIO6031;https://www.booking.com/hotel/br/apto-em-otima-localizacao-em-meia-praia-eio6031.html;;;;;;;;0
10846046;48;Apto próx a Praia dos Ingleses Floripa-SC RAV105;https://www.booking.com/hotel/br/apto-prox-a-praia-dos-ingleses-floripa-sc-rav105.html;;;;;;;;0
10845968;49;Apto com churrasqueira nos ingleses TLM303;https://www.booking.com/hotel/br/apto-com-churrasqueira-nos-ingleses-tlm303.html;;;;;;;;0
10844202;51;Casa de férias com piscina e churrasqueira ROM591;https://www.booking.com/hotel/br/casa-de-ferias-com-piscina-e-churrasqueira-rom591.html;;;;;;;;0
10841351;52;Sobrado pé na areia em Perequê AAF1974;https://www.booking.com/hotel/br/sobrado-pe-na-areia-em-pereque-aaf1974.html;;;;;;;;0
10841089;53;Apartamento incrível em Imbituba-SC MAZ030;https://www.booking.com/hotel/br/apartamento-incrivel-em-imbituba-sc-maz030.html;;;;;;;;0
10840006;54;Apto 8min do Centro Poços de Caldas-MG MBI022;https://www.booking.com/hotel/br/apto-8min-do-centro-pocos-de-caldas-mg-mbi022.html;;;;;;;;0
10839764;55;Apto elegante com piscina e churrasqueira RCP202;https://www.booking.com/hotel/br/apto-elegante-com-piscina-e-churrasqueira-rcp202.html;;;;;;;;0
10836368;56;Studio aconchegante em Trancoso-BA SNO608;https://www.booking.com/hotel/br/studio-aconchegante-em-trancoso-ba-sno608.html;;;;;;;;0
10835967;57;Apto no centro com jacuzzi RRI103;https://www.booking.com/hotel/br/apto-no-centro-com-jacuzzi-rri103.html;;;;;;;;0
10835811;58;Casa de férias com piscina e churrasqueira PRP001;https://www.booking.com/hotel/br/casa-de-ferias-com-piscina-e-churrasqueira-prp001.html;;;;;;;;0
10835335;59;Apto no Alto Bueno LQS;https://www.booking.com/hotel/br/apto-elegante-de-2-quartos-no-alto-bueno-lqs1701.html;;;;;;;;0
10835180;60;Casa aconchegante a 6min da praia RJV059;https://www.booking.com/hotel/br/casa-aconchegante-a-6min-da-praia-rjv059.html;;;;;;;;0
10835024;61;Apartamento próximo ao Lago - Brasília - PLN0415;https://www.booking.com/hotel/br/apartamento-proximo-ao-lago-brasilia-pln0415.html;;;;;;;;0
10834897;62;3 Quartos no Evian Thermas Residence - ETHA604;https://www.booking.com/hotel/br/3-quartos-no-evian-thermas-residence-etha604.html;;;;;;;;0
10834832;63;Flat em Aguas Claras - Brasília - MOO2010;https://www.booking.com/hotel/br/flat-em-aguas-claras-brasilia-moo2010.html;;;;;;;;0
10831453;64;Flat no Comfort Suítes Brasília - COA0314;https://www.booking.com/hotel/br/flat-no-comfort-suites-brasilia-coa0314.html;;;;;;;;0
10831315;65;Piscina Incrível no Taguá Life - TAGF0207;https://www.booking.com/hotel/br/piscina-incrivel-no-tagua-life-tagf0207.html;;;;;;;;0
10830416;66;Apto com churrasqueira a 300m do mar SUN802;https://www.booking.com/hotel/br/apto-com-churrasqueira-a-300m-do-mar-sun802.html;;;;;;;;0
10830337;67;Apartamento incrível em Ilhéus-BA PDC301;https://www.booking.com/hotel/br/apartamento-incrivel-em-ilheus-ba-pdc301.html;;;;;;;;0
10828972;68;TRE - Casas de férias próximas a Praia do Muta;https://www.booking.com/hotel/br/tre-casas-de-ferias-proximas-a-praia-do-muta.html;;;;;;;;0
10828791;69;Apto em cond c piscina a beira mar TAU214;https://www.booking.com/hotel/br/apto-em-cond-c-piscina-a-beira-mar-tau214.html;;;;;;;;0
10825627;70;Onix Bueno Residence - ONX;https://www.booking.com/hotel/br/onix-bueno-residence-onx.html;;;;;;;;0
10823741;71;Casa para família em Arraial d'Ajuda-BA RCJ149;https://www.booking.com/hotel/br/casa-para-familia-em-arraial-d-ajuda-ba-rcj149.html;;;;;;;;0
10813728;72;Casa com belo espaço e piscina ALS007;https://www.booking.com/hotel/br/casa-com-belo-espaco-e-piscina-als007.html;;;;;;;;0
10813644;73;Casa espaçosa com piscina e churrasqueira RRE269;https://www.booking.com/hotel/br/casa-espacosa-com-piscina-e-churrasqueira-rre269.html;;;;;;;;0
10812536;74;Casa com churrasqueira proximo a praia RAF002;https://www.booking.com/hotel/br/casa-com-churrasqueira-proximo-a-praia-raf002.html;;;;;;;;0
10812173;75;Asa Norte, Brasília - NOR;https://www.booking.com/hotel/br/asa-norte-brasilia-nor.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10809129;76;Apto na Praia de Canasvieiras Floripa-SC LBM401;https://www.booking.com/hotel/br/apto-na-praia-de-canasvieiras-floripa-sc-lbm401.html;;;;;;;;0
10808966;77;Rancho -RGB;https://www.booking.com/hotel/br/rancho-rgb.html;;;;;;;;0
10808952;78;Ap de 3 quartos no Jardim Goias - MFL1802;https://www.booking.com/hotel/br/ap-de-3-quartos-no-jardim-goias-mfl1802.html;;;;;;;;0
10808835;79;Lindo apto próx ao Centro Histórico PEP705;https://www.booking.com/hotel/br/lindo-apto-prox-ao-centro-historico-pep705.html;;;;;;;;0
10808830;80;Apto incrível em Balneário Camboriú-SC EGV302;https://www.booking.com/hotel/br/apto-incrivel-em-balneario-camboriu-sc-egv302.html;;;;;;;;0
10808368;81;Studio bem localizado no centro de Floripa EVA105;https://www.booking.com/hotel/br/studio-bem-localizado-no-centro-de-floripa-eva105.html;;;;;;;;0
10808100;82;Apto prox a Praia Central em Balneário SC ERJ101;https://www.booking.com/hotel/br/apto-prox-a-praia-central-em-balneario-sc-erj101.html;;;;;;;;0
10807431;83;Lindo apart a 300m da praia IDF105;https://www.booking.com/hotel/br/lindo-apart-a-300m-da-praia-idf105.html;;;;;;;;0
10803942;84;Casa de férias com piscina e churrasqueira ART003;https://www.booking.com/hotel/br/casa-de-ferias-com-piscina-e-churrasqueira-art003.html;;;;;;;;0
10803623;85;Casa duplex com churrasqueira Canela-RS GRA173;https://www.booking.com/hotel/br/casa-duplex-com-churrasqueira-canela-rs-gra173.html;;;;;;;;0
10803554;86;Apto confortável e completo a 600m do mar IDP204;https://www.booking.com/hotel/br/apto-confortavel-e-completo-a-600m-do-mar-idp204.html;;;;;;;;0
10802572;87;Apto a 1 quadra da Meia Praia em Itapema RJO201;https://www.booking.com/hotel/br/apto-a-1-quadra-da-meia-praia-em-itapema-rjo201.html;;;;;;;;0
10801749;88;Cabana confortável com calefator Urubici-SC EGC001;https://www.booking.com/hotel/br/cabana-confortavel-com-calefator-urubici-sc-egc001.html;;;;;;;;0
10796931;89;Lindo studio próx ao Centro Histórico XMG722;https://www.booking.com/hotel/br/lindo-studio-prox-ao-centro-historico-xmg722.html;;;;;;;;0
10796374;90;Apto confortável e completo em Floripa VIL305;https://www.booking.com/hotel/br/apto-confortavel-e-completo-em-floripa-vil305.html;;;;;;;;0
10792147;91;Bristrol Evidence Hotel - BEH;https://www.booking.com/hotel/br/bristrol-evidence-beh.html;;;;;;;;0
10792136;92;Metropolitan Sidney - MSS;https://www.booking.com/hotel/br/metropolitan-sidney-mss.html;10.0;10.0;10.0;7.5;10.0;10.0;10.0;1
10791541;93;Apartamentos a 140m da praia Floripa-SC IAPs;https://www.booking.com/hotel/br/apartamentos-a-140m-da-praia-floripa-sc-iaps.html;;;;;;;;0
10790820;94;Estúdio moderno e encantador para casal TCO907;https://www.booking.com/hotel/br/estudio-moderno-e-encantador-para-casal-tco907.html;;;;;;;;0
10790481;95;Brookfield Tower - BFT;https://www.booking.com/hotel/br/brookfield-tower-bft.html;;;;;;;;0
10790470;96;Apartamento a 650m da praia Floripa-SC RUB201;https://www.booking.com/hotel/br/apartamento-a-650m-da-praia-floripa-sc-rub201.html;;;;;;;;0
10790322;97;Dna Smart Style - DNA;https://www.booking.com/hotel/br/dna-smart-style-dna.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10789050;98;Apto ao lado do Shopping Flamboyant - ESS;https://www.booking.com/hotel/br/apto-ao-lado-do-shopping-flamboyant-ess.html;;;;;;;;0
10779158;99;Flat em Aguas Claras - Brasília - MADB1005;https://www.booking.com/hotel/br/flat-em-aguas-claras-brasilia-madb1005.html;;;;;;;;0
10779085;100;Maravilhoso e elegante studio para casal PGO412;https://www.booking.com/hotel/br/maravilhoso-e-elegante-studio-para-casal-pgo412.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10779035;101;Studio no Oeste em frente a Praça do Sol - SSQ1107;https://www.booking.com/hotel/br/studio-no-oeste-em-frente-a-praca-do-sol-ssq1107.html;;;;;;;;0
10778887;102;SPA - Studios incríveis em Floripa-SC;https://www.booking.com/hotel/br/studio-decorado-incrivel-floripa-sc-spa109.html;;;;;;;;0
10778804;103;Apto em frente ao Shopping Flamboyant ESP2906;https://www.booking.com/hotel/br/apto-em-frente-ao-shopping-flamboyant-esp2906.html;7.5;7.5;10.0;7.5;10.0;10.0;;1
10778290;105;Ed Point no Setor Marista PCO;https://www.booking.com/hotel/br/ed-point-no-setor-marista-pco.html;;;;;;;;0
10778084;106;Studios Modernos no Setor Bueno WBU;https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html;6.2;5.0;5.0;5.0;6.2;5.5;;2
10777250;107;Hotel no Marista - QSM;https://www.booking.com/hotel/br/no-marista-qsm.html;;;;;;;;0
10774832;108;Edifício Metropolitan Barcelona - Jardim Goias - MBC;https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html;10.0;10.0;10.0;10.0;10.0;8.0;;1
10774699;109;Apartamento térreo Porto Alegre-RS RDQ001;https://www.booking.com/hotel/br/apartamento-terreo-porto-alegre-rs-rdq001.html;;;;;;;;0
10774036;110;Studios aconchegantes no Setor Marista BLS;https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html;8.8;8.8;8.8;5.0;10.0;7.5;;2
10773993;111;Lindos apto com piscina no Setor Oeste IDV;https://www.booking.com/hotel/br/lindos-apto-com-piscina-no-setor-oeste-idv.html;10.0;10.0;10.0;8.8;10.0;9.5;;2
10773976;112;Apto com churrasqueira privativa Itapema-SC CPE203;https://www.booking.com/hotel/br/apto-com-churrasqueira-privativa-itapema-sc-cpe203.html;;;;;;;;0
10772593;113;Apto aconchegante e próx a praia em Itapema RGO702;https://www.booking.com/hotel/br/apto-aconchegante-e-prox-a-praia-em-itapema-rgo701.html;;;;;;;;0
10769005;115;Charmosos Flats no Setor Bueno TXP;https://www.booking.com/hotel/br/charmosos-flats-no-setor-bueno-txp.html;7.8;8.8;7.8;8.0;9.8;8.0;;9
10768701;116;Apto próximo ao Mar, Praia Brava/Itajai SC EDU302;https://www.booking.com/hotel/br/apto-com-linda-vista-do-mar-a-3min-da-praia-edu302.html;7.5;7.5;7.5;7.5;7.5;8.0;;1
10763545;117;Casa aconhegante próx da praia em Trancoso RNO373;https://www.booking.com/hotel/br/casa-aconhegante-prox-da-praia-em-trancoso-rno373.html;;;;;;;;0
10758662;118;Apto de luxo prox a praia de Pereque PDP904;https://www.booking.com/hotel/br/apto-de-luxo-prox-a-praia-de-pereque-pdp904.html;;;;;;;;0
10758586;119;Lindo Apto próximo a Praia em Cabo Frio EMT203;https://www.booking.com/hotel/br/lindo-apto-no-centro-em-cabo-frio-rj-emt203.html;;;;;;;;0
10758516;120;Moderno apto com piscina e churrasqueira ELE203;https://www.booking.com/hotel/br/moderno-apto-com-piscina-e-churrasqueira-ele203.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10757929;121;Apto bem localizado a 500mts da praia RHI206;https://www.booking.com/hotel/br/apto-bem-localizado-a-500mts-da-praia-rhi206.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10757927;122;Apto 500m da Praia do Forte Cabo Frio-RJ CWS201;https://www.booking.com/hotel/br/apto-500m-da-praia-do-forte-cabo-frio-rj-cws201.html;;;;;;;;0
10757806;123;Lindo studio novo e moderno em Porto Alegre JRE417;https://www.booking.com/hotel/br/lindo-studio-novo-e-moderno-em-porto-alegre-jre417.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10747199;124;Apto a 2 minutos do mar e com churrasqueira VJE301;https://www.booking.com/hotel/br/apto-a-2-minutos-do-mar-e-com-churrasqueira-vje301.html;;;;;;;;0
10747158;125;Casa próximo a Praia do Rosa EGI001;https://www.booking.com/hotel/br/casa-proximo-a-praia-do-rosa-egi001.html;;;;;;;;0
10746819;126;Lindo e espaçoso apto pé na areia VBU206;https://www.booking.com/hotel/br/lindo-e-espacoso-apto-pe-na-areia-vbu206.html;;;;;;;;0
10746726;127;Apto aconchegante a 4min da praia LIV903;https://www.booking.com/hotel/br/apto-aconchegante-a-4min-da-praia-liv903.html;;;;;;;;0
10746174;128;Apto pé na areia em Balneário Camboriu ACS806;https://www.booking.com/hotel/br/apto-pe-na-areia-em-balneario-camboriu-acs806.html;;;;;;;;0
10745594;129;Apto com churrasqueira privativa Floripa-SC RDB204;https://www.booking.com/hotel/br/apto-com-churrasqueira-privativa-floripa-sc-rdb204.html;;;;;;;;0
10738128;130;Apto a 70m da praia Bombinhas-SC VDN303;https://www.booking.com/hotel/br/apto-a-70m-da-praia-bombinhas-sc-vdn303.html;;;;;;;;0
10737846;131;Apto em cond c piscina a 2min da praia VJG301;https://www.booking.com/hotel/br/apto-em-cond-c-piscina-a-2min-da-praia-vjg301.html;10.0;10.0;10.0;10.0;10.0;10.0;;2
10737373;132;Apto a 300mt da praia em Ilhéus VCM005;https://www.booking.com/hotel/br/apto-a-300mt-da-praia-em-ilheus-vcm005.html;7.5;10.0;10.0;10.0;10.0;10.0;;1
10736947;133;Apto prox a praia e com churrasqueira IBL103;https://www.booking.com/hotel/br/apto-prox-a-praia-e-com-churrasqueira-ibl103.html;;;;;;;;0
10735239;134;Apartamentos em Jurerê - JMA;https://www.booking.com/hotel/br/apartamentos-em-jurere-jma.html;10.0;10.0;10.0;10.0;7.5;9.0;;1
10731993;135;ARE - apartamentos próximos ao centro;https://www.booking.com/hotel/br/are-apartamentos-proximos-ao-centro.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10731407;136;Duplex em condo. resort Arraial D'Ajuda-BA RDL052;https://www.booking.com/hotel/br/duplex-em-condominio-resort-porto-seguro-ba-rdl052.html;;;;;;;;0
10731303;137;Apto a 2 minutos do mar em Praia Grande SBO014;https://www.booking.com/hotel/br/apto-a-2-minutos-do-mar-em-praia-grande-sbo014.html;5.0;7.5;2.5;2.5;10.0;4.0;;1
10715274;138;Casa duplex incrível em Porto Seguro-BA ADT088;https://www.booking.com/hotel/br/casa-duplex-incrivel-em-porto-seguro-ba-adt088.html;;;;;;;;0
10710575;139;Apartamentos próx a UFSC - SVE;https://www.booking.com/hotel/br/apartamentos-prox-a-ufsc-sve.html;;;;;;;;0
10709214;140;Apto na praia de Canasvieiras Floripa-SC LBM206;https://www.booking.com/hotel/br/apto-na-praia-de-canasvieiras-floripa-sc-lbm206.html;;;;;;;;0
10702783;141;Linda casa 2min do mar com churrasqueira RGV115;https://www.booking.com/hotel/br/linda-casa-2min-do-mar-com-churrasqueira-rgv115.html;;;;;;;;0
10697704;143;Belo apto a 2 min da praia de Camboriú CEP093;https://www.booking.com/hotel/br/belo-apto-a-2-min-da-praia-de-camboriu-cep093.html;;;;;;;;0
10697286;144;Apto a 50m da praia Floripa-SC MDN208;https://www.booking.com/hotel/br/apto-a-350m-da-praia-floripa-sc-mdn208.html;;;;;;;;0
10682294;145;Maravilhoso e elegante studio para casal PGO214;https://www.booking.com/hotel/br/maravilhoso-e-elegante-studio-para-casal-pgo214.html;5.0;2.5;5.0;2.5;7.5;5.0;;1
10681590;146;LIndo apto com varanda e churrasqueira ECU102;https://www.booking.com/hotel/br/lindo-apto-com-varanda-e-churrasqueira-ecu102.html;;;;;;;;0
10677784;147;Apto a 3min da Meia Praia Itapema-SC STR107;https://www.booking.com/hotel/br/apto-a-3min-da-meia-praia-itapema-sc-str107.html;;;;;;;;0
10677592;148;Lindo apto bem localizado a 2 min da praia ELM701;https://www.booking.com/hotel/br/lindo-apto-bem-localizado-a-2-min-da-praia-elm701.html;;;;;;;;0
10677020;149;Apto duplex 240m da praia Floripa-SC JRR407;https://www.booking.com/hotel/br/apto-duplex-240m-da-praia-floripa-sc-jrr407.html;;;;;;;;0
10674671;150;Casa aconchegante em Campos do Jordão ATN025;https://www.booking.com/hotel/br/casa-aconchegante-em-campos-do-jordao-atn025.html;;;;;;;;0
10672426;151;Apto com churrasqueira Itapema-SC ESM602;https://www.booking.com/hotel/br/apto-com-churrasqueira-itapema-sc-esm602.html;;;;;;;;0
10671814;152;Apto elegante para casal em POA-RS URB1110;https://www.booking.com/hotel/br/apto-elegante-para-casal-em-petropolis-rs-urb1110.html;;;;;;;;0
10670588;153;Studio encantador na Praia do Rosa-SC LAL002;https://www.booking.com/hotel/br/studio-encantador-em-imbituba-sc-lal002.html;;;;;;;;0
10670504;154;Studio encantador em Praia do Rosa-SC LAL001;https://www.booking.com/hotel/br/studio-encantador-em-imbituba-sc-lal001.html;;;;;;;;0
10666701;155;Linda Casa na Vila Urucum Arraial D'Ajuda RAA741;https://www.booking.com/hotel/br/linda-casa-em-arraial-porto-seguro-ba-raa741.html;;;;;;;;0
10666680;156;Casa Charmosa Vila Urucum Arraial D'Ajuda RAA742;https://www.booking.com/hotel/br/linda-casa-de-ferias-com-churrasqueira-raa742.html;;;;;;;;0
10661134;157;Casa com piscina na praia do Parracho - ACH014;https://www.booking.com/hotel/br/casa-de-ferias-proximo-a-praia-ach014.html;;;;;;;;0
10660811;158;Apto próximo a praia em Itapema-SC SEM501;https://www.booking.com/hotel/br/apto-proximo-a-praia-em-itapema-sc-sem501.html;;;;;;;;0
10648549;159;ILH - Apartamentos na beira do mar de Canasvieiras Floripa-SC;https://www.booking.com/hotel/br/apto-perfeito-de-frente-para-o-mar-ilh106.html;;;;;;;;0
10648312;160;Novo e encantador studio Porto Alegre-RS V77504;https://www.booking.com/hotel/br/novo-e-encantador-studio-porto-alegre-rs-v77504.html;;;;;;;;0
10647942;161;Apto a 2 minutos do mar em Canasvieiras-SC RBA201;https://www.booking.com/hotel/br/apto-a-2-minutos-do-mar-em-canasvieiras-sc-rba201.html;;;;;;;;0
10644295;162;Studio incrível em Floripa-SC SNA205;https://www.booking.com/hotel/br/studio-incrivel-em-floripa-sc-sna205.html;;;;;;;;0
10643779;163;Duplex beira-mar norte - Floripa-SC - RCM508;https://www.booking.com/hotel/br/apto-beira-mar-centro-de-floripa-sc-rcm508.html;;;;;;;;0
10633391;164;Casa com churrasqueira Porto Seguro-BA ADJ011;https://www.booking.com/hotel/br/casa-com-churrasqueira-porto-seguro-ba-adj011.html;;;;;;;;0
10632498;165;Casa em cond. beira mar em Arraial d'ajuda -EDP001;https://www.booking.com/hotel/br/casa-na-beira-do-mar-em-porto-seguro-ba-edp001.html;;;;;;;;0
10628229;166;Chalé na praia em Arraial d'Ajuda-BA EDB002;https://www.booking.com/hotel/br/chale-na-praia-em-porto-seguro-ba-edb002.html;;;;;;;;0
10627190;167;Chalé na beira do mar em Arraial d'Ajuda BA EDB004;https://www.booking.com/hotel/br/chale-na-beira-do-mar-em-porto-seguro-ba-edb004.html;;;;;;;;0
10626407;168;Chalé na beira do mar em Arraial D'Ajuda BA EDB001;https://www.booking.com/hotel/br/chale-na-beira-do-mar-em-porto-seguro-ba-edb001.html;;;;;;;;0
10620310;169;Casa em condomínio de Cabo Frio-RJ ZME208;https://www.booking.com/hotel/br/casa-em-condominio-de-cabo-frio-rj-zme208.html;;;;;;;;0
10616252;170;Apto lindo e aconchegante em Ingleses Norte RTM206;https://www.booking.com/hotel/br/apto-lindo-e-aconchegante-em-ingleses-norte-rtm206.html;;;;;;;;0
10615243;171;Chalé na beira do mar em Arraial d'Ajuda-BA EDB003;https://www.booking.com/hotel/br/chale-na-beira-do-mar-em-porto-seguro-ba-edb003.html;;;;;;;;0
10615159;172;Lindo apto com varanda e churrasqueira IBE104;https://www.booking.com/hotel/br/lindo-apto-com-varanda-e-churrasqueira-ibe104.html;;;;;;;;0
10609770;173;Belo e aconchegante apto para casal CAR805;https://www.booking.com/hotel/br/belo-e-aconchegante-apto-para-casal-car805.html;;;;;;;;0
10605415;174;Apto espaçoso a menos de 1km da praia EAD201;https://www.booking.com/hotel/br/apto-espacoso-a-menos-de-1km-da-praia-ead201.html;;;;;;;;0
10605008;175;Apto c/ Varanda em Condomínio Pé na Areia IHO127;https://www.booking.com/hotel/br/apto-aconchegante-com-varanda-em-floripa-iho127.html;;;;;;;;0
10598974;177;Casa em refúgio natural Rio Tavares Floripa SBC600;https://www.booking.com/hotel/br/casa-em-refugio-natural-rio-tavares-floripa-sbc600.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10598114;178;Studio 750m da Praia de Canasvieiras TPS211;https://www.booking.com/hotel/br/studio-750m-da-praia-de-canasvieiras-tps211.html;;;;;;;;0
10596334;179;Aconchegante apto a menos de 2 min da praia GDI268;https://www.booking.com/hotel/br/aconchegante-apto-a-menos-de-2-min-da-praia-gdi268.html;;;;;;;;0
10592105;180;Lindo apto novo no Centro Floripa TCL102;https://www.booking.com/hotel/br/lindo-apto-novo-no-centro-floripa-tcl102.html;;;;;;;;0
10570405;181;Casa em paraíso tropical de Floripa-SC SLP333;https://www.booking.com/hotel/br/casa-em-paraiso-tropical-de-floripa-sc-slp333.html;;;;;;;;0
10569315;182;Lindo studio em Poços de Caldas MG PGO402;https://www.booking.com/hotel/br/lindo-studio-em-pocos-de-caldas-mg-pgo402.html;10.0;10.0;10.0;10.0;10.0;10.0;;1
10566057;183;Apto de luxo com vista incrível 5min do mar TVT303;https://www.booking.com/hotel/br/apto-de-luxo-com-vista-incrivel-5min-do-mar-tvt303.html;10.0;10.0;10.0;10.0;10.0;9.0;;1
10564918;184;Ap a 10 min da praia em Porto Seguro-BA CPV002;https://www.booking.com/hotel/br/lindo-apto-com-varanda-em-porto-seguro-ba-cpv002.html;;;;;;;;0
10563045;185;Studio perfeito em Poços de Caldas MG PGO310;https://www.booking.com/hotel/br/lindo-studio-em-pocos-de-caldas-mg-pgo310.html;;;;;;;;0
10559955;186;Apto com suíte e churrasqueira Ubatuba-SP CDV042;https://www.booking.com/hotel/br/apto-com-suite-e-churrasqueira-ubatuba-sp-cdv042.html;10.0;10.0;10.0;10.0;7.5;10.0;;1
10559217;187;Maravilhoso studio em Poços de Caldas-MG PGO210;https://www.booking.com/hotel/br/maravilhoso-studio-em-pocos-de-caldas-mg-pgo210.html;;;;;;;;0
10556448;188;Lindo e aconchegante apto proximo ao centro PGO309;https://www.booking.com/hotel/br/lindo-e-aconchegante-apto-proximo-ao-centro-pgo309.html;;;;;;;;0
