hotel_id;Unnamed: 0;room_id;hotel_name;city_name;accommodation_type;room_name;room_surface_in_m2;room_facilities
10943450;10;1094345002;Apto espaçoso na beira do lago em Ilhéus ARS0169;Ilhéus;holiday_home;Casa de 3 Quartos;134.74;['Fogão', 'Guarda-roupa ou armário', 'Toalhas', 'Chuveiro', 'Ar-condicionado', 'Cozinha', 'Forno', 'Travesseiro comum', 'Roupa de cama', 'Sofá-cama', 'Taças de vinho', 'Varal para secar roupas', 'Cesto de lixo', 'TV', 'Banheiro privativo', 'Ferro de passar roupa', 'Mesa de jantar', 'Micro-ondas', 'Área para refeições', 'Máquina de café', 'Vaso sanitário', 'Área de estar']
10937685;11;1093768502;Ap 2 quartos-Setor Bueno-Ed Pontal Premium-PPB2308;Goiânia;apartment;Apartamento;58.0;['Guarda-roupa ou armário', 'Mesa de jantar', 'Cozinha', 'Vaso sanitário', 'Shampoo', 'Toalhas', 'Torradeira', 'Banheiro privativo', 'Área para refeições', 'Roupa de cama', 'Ar-condicionado', 'Utensílios de cozinha', 'Garrafa de água', 'Ferro de passar roupa', 'TV', 'Máquina de lavar roupas', 'Produtos de limpeza', 'Arara para roupas', 'Fogão', 'Micro-ondas', 'Geladeira', 'Papel higiênico', 'Sofá', 'Área de estar', 'Internet', 'Varanda', 'Máquina de café', 'Varal para secar roupas', 'Cesto de lixo', 'Chuveiro']
10936844;12;1093684402;Apto térreo com churrasqueira Ubatuba-SP NXI001;Ubatuba;apartment;Apartamento;35.0;['Banheiro privativo', 'Guarda-roupa ou armário', 'Mesa de jantar', 'Toda a unidade localizada no térreo', 'Varal para secar roupas', 'Vaso sanitário', 'Geladeira', 'Utensílios de cozinha', 'Chaleira/cafeteira', 'Churrasqueira', 'Micro-ondas', 'Ar-condicionado', 'Forno', 'Toalhas', 'Sofá', 'Cesto de lixo', 'Cozinha', 'Área de estar', 'TV', 'Roupa de cama', 'Área para refeições', 'Fogão', 'Toalete compartilhado', 'Chuveiro']
10936145;13;1093614501;SPJ's - Jurerê Spot;Florianópolis;apartment;Apartamento de 1 Quarto;20.0;[]
10903660;30;1090366002;Casa de férias espaçosa com churrasqueira RBG1104;Petrópolis;holiday_home;Villa Deluxe;267.0;['Taças de vinho', 'Máquina de lavar roupas', 'Sofá', 'Banheiro privativo', 'Varanda', 'Internet', 'Máquina de café', 'Guarda-roupa ou armário', 'Área para refeições', 'TV', 'Ar-condicionado', 'Travesseiro comum', 'Cesto de lixo', 'Roupa de cama', 'Vaso sanitário', 'Área de estar', 'Micro-ondas', 'Andares superiores acessíveis somente por escada', 'Mesa de jantar', 'Utensílios de cozinha', 'Chaleira/cafeteira', 'Varal para secar roupas', 'Churrasqueira', 'Fogão', 'Toalhas', 'Toda a unidade localizada no térreo', 'Cozinha', 'Chuveiro', 'Geladeira']
10903183;31;1090318302;Apto a 600m da praia Porto Seguro-BA JAR0018;Porto Seguro;apartment;Apartamento;100.0;['Geladeira', 'Sofá-cama', 'Área de estar', 'Ar-condicionado', 'Chuveiro', 'Utensílios de cozinha', 'Área para refeições', 'Cozinha', 'TV', 'Micro-ondas', 'Guarda-roupa ou armário', 'Vaso sanitário', 'Roupa de cama', 'Banheiro privativo', 'Andares superiores acessíveis somente por escada', 'Forno', 'Toalhas', 'Fogão', 'Cesto de lixo']
10902684;32;1090268401;Casa à beira-mar com piscina Floripa-SC RJD156;Florianópolis;holiday_home;Casa de 4 Quartos;350.0;['Geladeira', 'Utensílios de cozinha', 'Vista', 'Piscina climatizada', 'Vista do mar', 'Toalhas', 'Ar-condicionado', 'Máquina de lavar roupas', 'Mesa de jantar', 'Secadora de roupas', 'Chuveiro', 'Roupa de cama', 'Taças de vinho', 'Banheiro privativo', 'Cozinha', 'Andares superiores acessíveis somente por escada', 'Guarda-roupa ou armário', 'Torradeira', 'Micro-ondas', 'Fogão', 'Papel higiênico', 'Tomada perto da cama', 'Secador de cabelo', 'Varanda', 'Chave de acesso', 'Cesto de lixo', 'Churrasqueira', 'Travesseiro comum', 'Vaso sanitário', 'Varal para secar roupas', 'Jacuzzi', 'Chaleira/cafeteira', 'Área de estar', 'Ferro de passar roupa', 'Área para refeições', 'Independente', 'TV', 'Forno', 'TV de tela plana', 'Toalete adicional', 'Sofá', 'Piscina privativa']
10901604;33;1090160401;Apto 450m da Praia do Itaguá Ubatuba-SP PVI032;Ubatuba;apartment;Apartamento;75.0;['Vaso sanitário', 'Sofá', 'Secador de cabelo', 'Banheiro privativo', 'Fogão', 'Churrasqueira', 'Chuveiro', 'TV de tela plana', 'Guarda-roupa ou armário', 'Cozinha', 'Forno', 'Micro-ondas', 'Ar-condicionado', 'TV', 'Ferro de passar roupa', 'Varal para secar roupas', 'Geladeira', 'Varanda', 'Toalhas', 'Acessível por elevador', 'Utensílios de cozinha', 'Piscina privativa', 'Chaleira/cafeteira', 'Roupa de cama', 'Vista']
10897638;34;1089763802;PSN - Apartamentos proximos da praia de cabeçudas;Itajaí;apartment;Apartamento;100.0;['Secador de cabelo', 'Vista', 'Internet', 'Taças de vinho', 'TV', 'Máquina de lavar roupas', 'Vaso sanitário', 'Secadora de roupas', 'Toalhas', 'Cozinha', 'Banheiro privativo', 'Sofá', 'Cesto de lixo', 'Ferro de passar roupa', 'Utensílios de cozinha', 'Área para refeições', 'Micro-ondas', 'Roupa de cama', 'Fogão', 'Mesa de jantar', 'Guarda-roupa ou armário', 'Geladeira', 'Varal para secar roupas', 'Ar-condicionado', 'Chuveiro']
10892323;36;1089232302;Apartamento com lareira e bem localizado CDR103;Gramado;apartment;Apartamento;65.0;['Guarda-roupa ou armário', 'Toalhas', 'Fogão', 'Área para refeições', 'Utensílios de cozinha', 'Travesseiro comum', 'Cesto de lixo', 'Banheiro privativo', 'Internet', 'Mesa de jantar', 'Geladeira', 'Área de estar', 'Roupa de cama', 'Taças de vinho', 'Sofá', 'Micro-ondas', 'Secador de cabelo', 'TV', 'Forno', 'Ar-condicionado', 'Chuveiro', 'Chaleira/cafeteira', 'Vaso sanitário']
10892221;37;1089222101;Casa com piscina Armação dos Búzios-RJ RDZ005;Búzios;holiday_home;Apartamento;100.0;['Varanda', 'TV', 'Varal para secar roupas', 'Utensílios de cozinha', 'Geladeira', 'Closet', 'Chaleira/cafeteira', 'Andares superiores acessíveis somente por escada', 'Toalete adicional', 'Toalhas', 'Ar-condicionado', 'Roupa de cama', 'Piscina privativa', 'Vaso sanitário', 'Banheiro privativo', 'Chuveiro', 'Fogão', 'Cozinha', 'Máquina de lavar roupas', 'Sofá', 'TV de tela plana', 'Mesa de jantar']
10889779;39;1088977902;RJI - Apartamentos próximos da praia de Itaguá;Ubatuba;apartment;Apartamento;66.0;['Churrasqueira', 'Banheiro privativo', 'Geladeira', 'TV', 'Toalhas', 'Vista', 'Área de estar', 'Forno', 'Mesa de jantar', 'Travesseiro comum', 'Chuveiro', 'Utensílios de cozinha', 'Internet', 'Extintor de incêndio', 'Roupa de cama', 'Vaso sanitário', 'Cozinha', 'Varanda', 'Fogão', 'Acessível por elevador', 'Micro-ondas', 'Área para refeições', 'Sofá-cama', 'Taças de vinho', 'Cesto de lixo', 'Varal para secar roupas']
10880621;41;1088062101;Apto estiloso no Jardim Goiás -THM2608;Goiânia;apartment;Apartamento de 1 Quarto;50.0;['Utensílios de cozinha', 'Ferro de passar roupa', 'Torradeira', 'Secador de cabelo', 'Independente', 'Roupa de cama', 'Geladeira', 'Micro-ondas', 'Tomada perto da cama', 'Mesa de jantar', 'Travesseiro comum', 'Churrasqueira', 'Vaso sanitário', 'Taças de vinho', 'Área de estar', 'Chaleira/cafeteira', 'Toalhas', 'Fogão', 'Sofá', 'Forno', 'Cesto de lixo', 'Acessível por elevador', 'Papel higiênico', 'Chuveiro', 'Área para refeições', 'TV', 'Cozinha', 'TV de tela plana', 'Banheiro privativo', 'Guarda-roupa ou armário']
10880264;42;1088026401;Casa Residencial Quinta Do Sol-Pirenópolis-QSPB005;Pirenópolis;holiday_home;Casa de 3 Quartos;130.0;['Varanda', 'Toalhas', 'Geladeira', 'Fogão', 'Tomada perto da cama', 'Andares superiores acessíveis somente por escada', 'Cesto de lixo', 'Ferro de passar roupa', 'TV', 'Cozinha', 'Ar-condicionado', 'Vaso sanitário', 'Guarda-roupa ou armário', 'Mesa de jantar', 'Torradeira', 'Independente', 'Micro-ondas', 'Banheiro privativo', 'Máquina de lavar roupas', 'Roupa de cama', 'TV de tela plana', 'Taças de vinho', 'Forno', 'Área para refeições', 'Chaleira/cafeteira', 'Chuveiro', 'Travesseiro comum', 'Churrasqueira', 'Papel higiênico', 'Área de estar']
10880077;43;1088007701;Ap 2 quartos-Setor Bueno-Ed Pontal Premium-PPB1206;Goiânia;apartment;Apartamento de 2 Quartos;64.0;['Utensílios de cozinha', 'Vaso sanitário', 'Independente', 'Chuveiro', 'Cozinha', 'Varanda', 'Varal para secar roupas', 'Sofá', 'Secador de cabelo', 'Cesto de lixo', 'Chaleira/cafeteira', 'Ferro de passar roupa', 'Mesa de jantar', 'TV', 'Área para refeições', 'Máquina de lavar roupas', 'Fogão', 'Papel higiênico', 'Micro-ondas', 'Vista da cidade', 'Travesseiro comum', 'Área de estar', 'Torradeira', 'Roupa de cama', 'Tomada perto da cama', 'Toalhas', 'Acessível por elevador', 'Geladeira', 'Banheiro privativo', 'Guarda-roupa ou armário', 'Taças de vinho']
10879860;44;1087986001;Flat com vista espetacular de Goiânia - BLI2806;Goiânia;apartment;Apartamento de 1 Quarto;40.0;['Mesa de jantar', 'Geladeira', 'Micro-ondas', 'Sofá', 'Papel higiênico', 'Vaso sanitário', 'Banheiro privativo', 'Guarda-roupa ou armário', 'Toalhas', 'TV', 'Ferro de passar roupa', 'Acessível por elevador', 'Piscina privativa', 'Área para refeições', 'Taças de vinho', 'Tomada perto da cama', 'Torradeira', 'Chave de acesso', 'Chuveiro', 'Travesseiro comum', 'Fogão', 'Cozinha', 'Independente', 'Roupa de cama', 'Utensílios de cozinha', 'Área de estar', 'Cesto de lixo', 'Varanda térrea', 'Varanda']
10875213;46;1087521302;Apto belo e prox ao centro de Balneario NRR1282;Balneário Camboriú;apartment;Apartamento;90.0;['Cesto de lixo', 'Varal para secar roupas', 'Guarda-roupa ou armário', 'Secador de cabelo', 'Internet', 'Máquina de café', 'Sofá', 'Ar-condicionado', 'Toalhas', 'Micro-ondas', 'Forno', 'Mesa de jantar', 'Vaso sanitário', 'Banheiro privativo', 'TV', 'Roupa de cama', 'Área para refeições', 'Geladeira', 'Ferro de passar roupa', 'Chuveiro', 'Máquina de lavar roupas', 'Cozinha', 'Travesseiro comum', 'Utensílios de cozinha', 'Área de estar', 'Taças de vinho', 'Fogão']
10875150;47;1087515001;Loft moderno e bem localizado V777312;Porto Alegre;apartment;Apartamento de 1 Quarto;50.0;['Taças de vinho', 'Utensílios de cozinha', 'Chaleira/cafeteira', 'TV', 'Papel higiênico', 'TV de tela plana', 'Secador de cabelo', 'Acessível por elevador', 'Chaleira elétrica', 'Área para refeições', 'Tomada perto da cama', 'Máquina de lavar roupas', 'Cozinha compacta', 'Sofá-cama', 'Torradeira', 'Mesa de jantar', 'Ferro de passar roupa', 'Micro-ondas', 'Toalhas', 'Fogão', 'Geladeira', 'Vaso sanitário', 'Roupa de cama', 'Churrasqueira', 'Banheiro privativo', 'Independente', 'Chuveiro', 'Cesto de lixo', 'Área de estar', 'Ar-condicionado', 'Forno', 'Travesseiro comum', 'Chave de acesso', 'Varal para secar roupas', 'Guarda-roupa ou armário']
10874615;48;1087461501;Charmoso sobrado proximo da praia RIA004;Garopaba;holiday_home;Casa de 3 Quartos;106.0;['Utensílios de cozinha', 'Varanda', 'Banheiro privativo', 'Torradeira', 'Cesto de lixo', 'Geladeira', 'TV de tela plana', 'Tomada perto da cama', 'Varal para secar roupas', 'Fogão', 'Travesseiro comum', 'Vista', 'Sofá', 'Chaleira/cafeteira', 'Guarda-roupa ou armário', 'Roupa de cama', 'Ferro de passar roupa', 'Forno', 'Toalhas', 'Churrasqueira', 'Cozinha', 'Independente', 'Chuveiro', 'Micro-ondas', 'Papel higiênico', 'Andares superiores acessíveis somente por escada', 'Móveis na área externa', 'Taças de vinho', 'Mesa de jantar', 'Vaso sanitário', 'Área para refeições', 'Ventilador', 'Chaleira elétrica', 'TV', 'Chave de acesso', 'Área de estar']
10874147;49;1087414702;Casa de férias elegante e espaçosa GAM038;Porto Seguro;holiday_home;Apartamento;200.0;['Vaso sanitário', 'Roupa de cama', 'Taças de vinho', 'Chuveiro', 'Toalhas', 'Área de estar', 'Toda a unidade localizada no térreo', 'Travesseiro comum', 'Cozinha', 'Andares superiores acessíveis somente por escada', 'Fogão', 'Mesa de jantar', 'Área de refeições externa', 'Área para refeições', 'Banheiro privativo', 'Móveis na área externa', 'Forno']
10870779;50;1087077901;LAL001;Praia do Rosa;apartment;Apartamento de 1 Quarto;;['Cozinha compacta']
10869241;51;1086924102;Estudio elegante e bem localizado SSG107;Florianópolis;apartment;Apartamento;34.0;['Banheiro privativo', 'Cozinha', 'Roupa de cama', 'Área para refeições', 'Fogão', 'Chuveiro', 'Vaso sanitário', 'Secador de cabelo', 'TV', 'Área de estar', 'Geladeira', 'Secadora de roupas', 'Micro-ondas', 'Utensílios de cozinha', 'Ar-condicionado', 'Máquina de lavar roupas', 'Travesseiro comum', 'Internet', 'Guarda-roupa ou armário', 'Cesto de lixo', 'Toalhas', 'Taças de vinho', 'Mesa de jantar', 'Sofá-cama', 'Máquina de café', 'Ferro de passar roupa']
10868187;52;1086818702;Apto quadra mar Meia Praia-Itapema-SC JLP001;Itapema;apartment;Apartamento;95.0;['Varanda térrea', 'Sofá', 'Cesto de lixo', 'Mesa de jantar', 'Micro-ondas', 'Toalete adicional', 'Secador de cabelo', 'Vaso sanitário', 'Geladeira', 'Ar-condicionado', 'Fogão', 'Toda a unidade localizada no térreo', 'Área para refeições', 'Varal para secar roupas', 'Churrasqueira', 'TV', 'Banheiro privativo', 'Ferro de passar roupa', 'Forno', 'Área de estar', 'Roupa de cama', 'Guarda-roupa ou armário', 'Toalhas', 'Cozinha', 'Utensílios de cozinha', 'Chuveiro']
10868039;53;1086803902;Casa de férias com piscina e churrasqueira ACC519;Trancoso;holiday_home;Apartamento;300.0;['Máquina de lavar roupas', 'Cozinha', 'Taças de vinho', 'Travesseiro comum', 'Utensílios de cozinha', 'Roupa de cama', 'Área para refeições', 'Forno', 'Arara para roupas', 'Fogão', 'Secador de cabelo', 'Detector de fumaça', 'Cesto de lixo', 'Ar-condicionado', 'Churrasqueira', 'Guarda-roupa ou armário', 'TV', 'Sofá', 'Geladeira', 'Banheiro privativo', 'Mesa de jantar', 'Chuveiro', 'Varal para secar roupas', 'Ferro de passar roupa', 'Vaso sanitário', 'Internet', 'Área de estar', 'Toalhas', 'Micro-ondas']
10864505;54;1086450502;Casa aconchegante em Floripa RBF142;Florianópolis;holiday_home;Casa de Temporada;85.0;['Varal para secar roupas', 'Ferro de passar roupa', 'Mesa de jantar', 'Independente', 'Secador de cabelo', 'Cesto de lixo', 'Arara para roupas', 'Chave de acesso', 'Chuveiro', 'Fogão', 'Área de estar', 'Tomada perto da cama', 'Geladeira', 'Área para refeições', 'Torradeira', 'Churrasqueira', 'Micro-ondas', 'Roupa de cama', 'Varanda', 'Vaso sanitário', 'Toda a unidade localizada no térreo', 'Taças de vinho', 'TV', 'Internet', 'Papel higiênico', 'Utensílios de cozinha', 'Travesseiro comum', 'Guarda-roupa ou armário', 'Toalhas', 'Banheiro privativo', 'Andares superiores acessíveis somente por escada', 'Sofá', 'Cozinha', 'Forno', 'Máquina de lavar roupas', 'Ar-condicionado']
10863537;55;1086353702;Aptos modernos no Jardim Goiás FRP;Goiânia;apartment;Apartamento;90.0;['Cozinha', 'Roupa de cama', 'Secador de cabelo', 'Máquina de café', 'Ar-condicionado', 'Área para refeições', 'Cesto de lixo', 'Fogão', 'Varanda', 'Produtos de limpeza', 'Micro-ondas', 'Tomada perto da cama', 'Mesa de jantar', 'Vaso sanitário', 'Chuveiro', 'Arara para roupas', 'TV', 'Garrafa de água', 'Ferro de passar roupa', 'Guarda-roupa ou armário', 'Forno', 'Geladeira', 'Banheiro privativo', 'Papel higiênico', 'Toalhas', 'Utensílios de cozinha', 'Internet', 'Sofá', 'Produtos de higiene pessoal gratuitos', 'Máquina de lavar roupas', 'Travesseiro comum', 'Independente', 'Torradeira']
10863090;57;1086309002;VFR - Estudios proximos da praia de Bombas;Bombinhas;apartment;Apartamento;35.0;['Acessível por elevador', 'Taças de vinho', 'Churrasqueira', 'Ferro de passar roupa', 'Fogão', 'Mesa de jantar', 'Área de estar', 'Varanda', 'Máquina de lavar roupas', 'Detector de fumaça', 'Banheiro privativo', 'Internet', 'Varal para secar roupas', 'Cesto de lixo', 'Chaleira elétrica', 'Secador de cabelo', 'Toalhas', 'Micro-ondas', 'Chuveiro', 'TV', 'Área para refeições', 'Cozinha', 'Ar-condicionado', 'Geladeira', 'Utensílios de cozinha', 'Roupa de cama', 'Vaso sanitário', 'Sofá', 'Vista do mar']
10862265;59;1086226502;NRS - Studios a 600m da estádio em Floripa-SC;Florianópolis;apartment;Apartamento;20.0;['Fogão', 'Varal para secar roupas', 'Banheiro privativo', 'Chuveiro', 'Andares superiores acessíveis somente por escada', 'Toalhas', 'Vaso sanitário', 'Cozinha compacta', 'Utensílios de cozinha', 'Cesto de lixo', 'Roupa de cama', 'Guarda-roupa ou armário', 'Geladeira', 'Forno']
10858961;64;1085896102;PDE - Apartamentos próximos do centro;Goiânia;apartment;Apartamento;60.0;['Cozinha', 'Cesto de lixo', 'Micro-ondas', 'Chuveiro', 'Tomada perto da cama', 'Secador de cabelo', 'Varal para secar roupas', 'Acessível por elevador', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Toalhas', 'Roupa de cama', 'Produtos de limpeza', 'Máquina de café', 'Banheiro privativo', 'Área para refeições', 'TV', 'Fogão', 'Máquina de lavar roupas', 'Varanda', 'Forno', 'Taças de vinho', 'Arara para roupas', 'Ar-condicionado', 'Geladeira', 'Papel higiênico', 'Vaso sanitário', 'Independente', 'Produtos de higiene pessoal gratuitos', 'Extintor de incêndio', 'Travesseiro comum', 'Área de estar', 'Vista da cidade', 'Mesa de jantar', 'Lava-louças', 'Utensílios de cozinha', 'Internet']
10858909;65;1085890902;Apartamento de 3 quartos no Setor Bueno - DLZ0302;Goiânia;apartment;Apartamento;116.0;['Secador de cabelo', 'Área de estar', 'Guarda-roupa ou armário', 'Vista da cidade', 'Shampoo', 'Taças de vinho', 'TV', 'Máquina de café', 'Área para refeições', 'Sofá', 'Cesto de lixo', 'Arara para roupas', 'Ar-condicionado', 'Canais a cabo', 'Internet', 'Forno', 'Utensílios de cozinha', 'Travesseiro comum', 'Papel higiênico', 'Tomada perto da cama', 'Ferro de passar roupa', 'Mesa de jantar', 'Fogão', 'Cozinha', 'Chuveiro', 'Máquina de lavar roupas', 'Banheiro privativo', 'Produtos de limpeza', 'Independente', 'Vaso sanitário', 'Produtos de higiene pessoal gratuitos', 'Toalhas', 'Torradeira', 'Roupa de cama', 'Geladeira', 'Garrafa de água', 'Micro-ondas', 'Acessível por elevador']
10858861;66;1085886102;2 quartos no Bueno - Ed Pontal Premium - PPB0603;Goiânia;apartment;Apartamento;60.0;['Área de estar', 'Acessível por elevador', 'Produtos de higiene pessoal gratuitos', 'Chuveiro', 'Papel higiênico', 'Independente', 'Tomada perto da cama', 'Roupa de cama', 'Internet', 'Geladeira', 'TV', 'Shampoo', 'Toalhas', 'Garrafa de água', 'Vista da cidade', 'Ferro de passar roupa', 'Travesseiro comum', 'Guarda-roupa ou armário', 'Produtos de limpeza', 'Secador de cabelo', 'Utensílios de cozinha', 'Micro-ondas', 'Cozinha', 'Máquina de café', 'Mesa de jantar', 'Varanda', 'Área para refeições', 'Vaso sanitário', 'Ar-condicionado', 'Fogão', 'Máquina de lavar roupas', 'Torradeira', 'Varal para secar roupas', 'Sofá', 'Banheiro privativo', 'Cesto de lixo', 'Arara para roupas']
10857984;67;1085798402;Apto elegante para casal em Canela RS DAL312;Canela;apartment;Apartamento;55.0;['Forno', 'Área de estar', 'Varal para secar roupas', 'Fogão', 'Internet', 'Ferro de passar roupa', 'Travesseiro comum', 'Churrasqueira', 'Guarda-roupa ou armário', 'Papel higiênico', 'Roupa de cama', 'Utensílios de cozinha', 'Toalhas', 'Cesto de lixo', 'Área para refeições', 'Taças de vinho', 'TV', 'Cozinha', 'Sofá', 'Banheiro privativo', 'Ar-condicionado', 'Vaso sanitário', 'Mesa de jantar', 'Máquina de café', 'Chuveiro', 'Secador de cabelo', 'Micro-ondas', 'Geladeira']
